Abbreviation,Year,RoundNumber,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag
GAS,2024,19,United States,6.0,0.688,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
ALO,2024,19,United States,7.0,0.979,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
TSU,2024,19,United States,10.0,1.176,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
STR,2024,19,United States,13.0,1.429,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
ALB,2024,19,United States,14.0,1.721,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
BOT,2024,19,United States,16.0,1.822,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
OCO,2024,19,United States,12.0,1.267,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
ZHO,2024,19,United States,18.0,1.898,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
HAM,2024,19,United States,17.0,1.824,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
SAI,2024,20,Mexico City,1.0,0.0,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
NOR,2024,20,Mexico City,3.0,0.314,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
LEC,2024,20,Mexico City,4.0,0.319,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
HAM,2024,20,Mexico City,6.0,0.705,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
RUS,2024,20,Mexico City,5.0,0.41,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
VER,2024,20,Mexico City,2.0,0.225,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
MAG,2024,20,Mexico City,7.0,0.94,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
PIA,2024,20,Mexico City,17.0,1.651,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
HUL,2024,20,Mexico City,10.0,1.419,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
GAS,2024,20,Mexico City,8.0,0.946,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
STR,2024,20,Mexico City,14.0,1.348,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
COL,2024,20,Mexico City,16.0,1.612,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
OCO,2024,20,Mexico City,0.0,1.671,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
BOT,2024,20,Mexico City,15.0,1.871,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
ZHO,2024,20,Mexico City,19.0,2.126,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
LAW,2024,20,Mexico City,12.0,1.216,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
PER,2024,20,Mexico City,18.0,1.665,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
ALO,2024,20,Mexico City,13.0,1.222,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
ALB,2024,20,Mexico City,9.0,1.119,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
TSU,2024,20,Mexico City,11.0,1.183,17,4045.59,71.0,35.6,19.89,0.0,True,False,False
VER,2024,21,São Paulo,17.0,4.366,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
OCO,2024,21,São Paulo,4.0,1.07,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
GAS,2024,21,São Paulo,13.0,6.209,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
RUS,2024,21,São Paulo,2.0,0.173,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
LEC,2024,21,São Paulo,6.0,1.12,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
NOR,2024,21,São Paulo,1.0,0.0,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
TSU,2024,21,São Paulo,3.0,0.706,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
PIA,2024,21,São Paulo,8.0,1.281,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
LAW,2024,21,São Paulo,5.0,1.079,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
HAM,2024,21,São Paulo,14.0,7.745,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
PER,2024,21,São Paulo,12.0,4.753,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
BEA,2024,21,São Paulo,15.0,7.824,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
BOT,2024,21,São Paulo,11.0,3.067,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
ALO,2024,21,São Paulo,9.0,5.593,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
ZHO,2024,21,São Paulo,19.0,8.858,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
SAI,2024,21,São Paulo,20.0,6.001,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
COL,2024,21,São Paulo,16.0,7.865,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
ALB,2024,21,São Paulo,7.0,1.252,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
STR,2024,21,São Paulo,10.0,2.929,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
HUL,2024,21,São Paulo,18.0,8.218,15,3997.71,69.0,25.77,21.66,0.58,True,True,True
RUS,2024,22,Las Vegas,1.0,0.0,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
HAM,2024,22,Las Vegas,10.0,15.794,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
SAI,2024,22,Las Vegas,2.0,0.098,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
LEC,2024,22,Las Vegas,4.0,0.471,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
VER,2024,22,Las Vegas,5.0,0.485,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
NOR,2024,22,Las Vegas,6.0,0.696,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
PIA,2024,22,Las Vegas,8.0,0.721,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
HUL,2024,22,Las Vegas,9.0,0.75,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
TSU,2024,22,Las Vegas,7.0,0.717,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
PER,2024,22,Las Vegas,15.0,1.843,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
ALO,2024,22,Las Vegas,16.0,1.946,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
MAG,2024,22,Las Vegas,12.0,0.985,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
ZHO,2024,22,Las Vegas,13.0,1.254,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
COL,2024,22,Las Vegas,20.0,1.437,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
STR,2024,22,Las Vegas,18.0,2.172,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
LAW,2024,22,Las Vegas,14.0,1.945,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
OCO,2024,22,Las Vegas,11.0,0.909,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
BOT,2024,22,Las Vegas,19.0,2.118,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
ALB,2024,22,Las Vegas,17.0,2.113,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
GAS,2024,22,Las Vegas,3.0,0.352,17,5981.34,50.0,17.72,17.83,0.0,False,False,False
VER,2024,23,Qatar,2.0,0.0,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
LEC,2024,23,Qatar,5.0,0.332,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
PIA,2024,23,Qatar,4.0,0.309,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
RUS,2024,23,Qatar,1.0,0.055,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
GAS,2024,23,Qatar,11.0,0.917,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
SAI,2024,23,Qatar,7.0,0.521,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
ALO,2024,23,Qatar,8.0,0.731,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
ZHO,2024,23,Qatar,12.0,0.981,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
MAG,2024,23,Qatar,10.0,0.98,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
NOR,2024,23,Qatar,3.0,0.252,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
BOT,2024,23,Qatar,13.0,1.211,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
HAM,2024,23,Qatar,6.0,0.491,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
TSU,2024,23,Qatar,14.0,1.251,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
LAW,2024,23,Qatar,17.0,1.891,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
ALB,2024,23,Qatar,16.0,1.87,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
HUL,2024,23,Qatar,18.0,1.922,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
PER,2024,23,Qatar,9.0,0.905,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
STR,2024,23,Qatar,15.0,1.391,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
COL,2024,23,Qatar,19.0,2.074,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
OCO,2024,23,Qatar,20.0,2.194,16,4935.1,57.0,22.77,18.93,0.0,True,True,False
NOR,2024,24,Abu Dhabi,1.0,0.0,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
SAI,2024,24,Abu Dhabi,3.0,0.229,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
LEC,2024,24,Abu Dhabi,19.0,1.238,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
HAM,2024,24,Abu Dhabi,16.0,1.292,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
RUS,2024,24,Abu Dhabi,6.0,0.537,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
VER,2024,24,Abu Dhabi,4.0,0.35,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
GAS,2024,24,Abu Dhabi,5.0,0.389,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
HUL,2024,24,Abu Dhabi,7.0,0.291,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
ALO,2024,24,Abu Dhabi,8.0,0.601,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
PIA,2024,24,Abu Dhabi,2.0,0.209,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
ALB,2024,24,Abu Dhabi,18.0,1.226,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
TSU,2024,24,Abu Dhabi,11.0,0.824,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
ZHO,2024,24,Abu Dhabi,15.0,1.285,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
STR,2024,24,Abu Dhabi,13.0,1.189,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
DOO,2024,24,Abu Dhabi,17.0,1.51,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
MAG,2024,24,Abu Dhabi,14.0,1.282,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
LAW,2024,24,Abu Dhabi,12.0,0.877,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
BOT,2024,24,Abu Dhabi,9.0,0.609,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
COL,2024,24,Abu Dhabi,20.0,1.317,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
PER,2024,24,Abu Dhabi,10.0,0.669,16,5040.39,58.0,31.81,26.77,0.0,False,True,False
NOR,2025,1,Australian,1.0,0.0,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
VER,2025,1,Australian,3.0,0.385,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
RUS,2025,1,Australian,4.0,0.45,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
ANT,2025,1,Australian,16.0,1.429,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
ALB,2025,1,Australian,6.0,0.641,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
STR,2025,1,Australian,13.0,1.387,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
HUL,2025,1,Australian,17.0,1.483,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
LEC,2025,1,Australian,7.0,0.659,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
PIA,2025,1,Australian,2.0,0.084,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
HAM,2025,1,Australian,8.0,0.877,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
GAS,2025,1,Australian,9.0,0.884,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
TSU,2025,1,Australian,5.0,0.574,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
OCO,2025,1,Australian,19.0,2.051,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
BEA,2025,1,Australian,20.0,2.909,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
LAW,2025,1,Australian,18.0,1.998,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
BOR,2025,1,Australian,15.0,2.424,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
ALO,2025,1,Australian,12.0,1.357,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
SAI,2025,1,Australian,10.0,0.966,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
DOO,2025,1,Australian,14.0,1.767,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
HAD,2025,1,Australian,11.0,1.079,14,4767.85,57.0,18.94,15.71,0.33,True,False,False
PIA,2025,2,Chinese,1.0,0.0,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
NOR,2025,2,Chinese,3.0,0.152,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
RUS,2025,2,Chinese,2.0,0.082,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
VER,2025,2,Chinese,4.0,0.176,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
OCO,2025,2,Chinese,11.0,0.984,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
ANT,2025,2,Chinese,8.0,0.462,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
ALB,2025,2,Chinese,10.0,1.065,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
BEA,2025,2,Chinese,17.0,1.377,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
STR,2025,2,Chinese,14.0,1.132,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
SAI,2025,2,Chinese,15.0,1.199,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
HAD,2025,2,Chinese,7.0,0.438,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
LAW,2025,2,Chinese,20.0,1.533,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
DOO,2025,2,Chinese,18.0,1.451,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
BOR,2025,2,Chinese,19.0,1.5,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
HUL,2025,2,Chinese,12.0,0.991,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
TSU,2025,2,Chinese,9.0,0.997,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
ALO,2025,2,Chinese,13.0,1.047,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
LEC,2025,2,Chinese,6.0,0.38,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
HAM,2025,2,Chinese,5.0,0.286,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
GAS,2025,2,Chinese,16.0,1.351,16,5110.73,56.0,35.82,27.22,0.0,False,False,False
VER,2025,3,Japanese,1.0,0.0,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
NOR,2025,3,Japanese,2.0,0.012,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
PIA,2025,3,Japanese,3.0,0.044,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
LEC,2025,3,Japanese,4.0,0.316,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
RUS,2025,3,Japanese,5.0,0.335,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
ANT,2025,3,Japanese,6.0,0.572,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
HAM,2025,3,Japanese,8.0,0.627,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
HAD,2025,3,Japanese,7.0,0.586,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
ALB,2025,3,Japanese,9.0,0.632,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
BEA,2025,3,Japanese,10.0,0.884,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
ALO,2025,3,Japanese,12.0,0.914,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
TSU,2025,3,Japanese,14.0,1.017,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
GAS,2025,3,Japanese,11.0,0.839,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
SAI,2025,3,Japanese,15.0,0.853,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
DOO,2025,3,Japanese,19.0,1.894,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
HUL,2025,3,Japanese,16.0,1.587,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
LAW,2025,3,Japanese,13.0,0.923,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
OCO,2025,3,Japanese,18.0,1.713,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
BOR,2025,3,Japanese,17.0,1.639,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
STR,2025,3,Japanese,20.0,2.288,18,5582.53,53.0,20.51,14.43,0.0,False,False,False
PIA,2025,4,Bahrain,1.0,0.0,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
RUS,2025,4,Bahrain,3.0,0.168,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
NOR,2025,4,Bahrain,6.0,0.426,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
LEC,2025,4,Bahrain,2.0,0.334,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
HAM,2025,4,Bahrain,9.0,0.931,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
VER,2025,4,Bahrain,7.0,0.582,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
GAS,2025,4,Bahrain,4.0,0.375,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
OCO,2025,4,Bahrain,14.0,1.753,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
TSU,2025,4,Bahrain,10.0,1.462,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
BEA,2025,4,Bahrain,20.0,2.532,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
ANT,2025,4,Bahrain,5.0,0.372,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
ALB,2025,4,Bahrain,15.0,2.199,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
HAD,2025,4,Bahrain,12.0,1.43,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
DOO,2025,4,Bahrain,11.0,1.404,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
ALO,2025,4,Bahrain,13.0,2.045,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
LAW,2025,4,Bahrain,17.0,2.324,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
STR,2025,4,Bahrain,19.0,2.442,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
BOR,2025,4,Bahrain,18.0,2.345,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
SAI,2025,4,Bahrain,8.0,0.839,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
HUL,2025,4,Bahrain,16.0,2.226,15,4967.06,57.0,31.87,27.05,0.0,True,False,False
PIA,2025,5,Saudi Arabian,2.0,0.01,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
VER,2025,5,Saudi Arabian,1.0,0.0,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
LEC,2025,5,Saudi Arabian,4.0,0.376,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
NOR,2025,5,Saudi Arabian,10.0,0.187,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
RUS,2025,5,Saudi Arabian,3.0,0.113,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
ANT,2025,5,Saudi Arabian,5.0,0.572,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
HAM,2025,5,Saudi Arabian,7.0,0.907,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
SAI,2025,5,Saudi Arabian,6.0,0.87,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
ALB,2025,5,Saudi Arabian,11.0,0.815,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
HAD,2025,5,Saudi Arabian,14.0,1.124,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
ALO,2025,5,Saudi Arabian,13.0,1.009,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
LAW,2025,5,Saudi Arabian,12.0,0.897,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
BEA,2025,5,Saudi Arabian,15.0,1.354,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
OCO,2025,5,Saudi Arabian,19.0,1.798,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
HUL,2025,5,Saudi Arabian,18.0,1.488,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
STR,2025,5,Saudi Arabian,16.0,1.351,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
DOO,2025,5,Saudi Arabian,17.0,1.445,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
BOR,2025,5,Saudi Arabian,20.0,2.168,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
TSU,2025,5,Saudi Arabian,8.0,0.91,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
GAS,2025,5,Saudi Arabian,9.0,1.073,27,5472.64,50.0,37.82,29.48,0.0,True,False,False
PIA,2025,6,Miami,4.0,0.171,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
NOR,2025,6,Miami,2.0,0.065,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
RUS,2025,6,Miami,5.0,0.181,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
VER,2025,6,Miami,1.0,0.0,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
ALB,2025,6,Miami,7.0,0.478,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
ANT,2025,6,Miami,3.0,0.067,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
LEC,2025,6,Miami,8.0,0.55,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
HAM,2025,6,Miami,12.0,0.802,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
SAI,2025,6,Miami,6.0,0.365,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
TSU,2025,6,Miami,10.0,0.739,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
HAD,2025,6,Miami,11.0,0.783,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
OCO,2025,6,Miami,9.0,0.62,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
GAS,2025,6,Miami,20.0,1.506,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
HUL,2025,6,Miami,16.0,1.269,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
ALO,2025,6,Miami,17.0,1.4,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
STR,2025,6,Miami,18.0,1.626,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
LAW,2025,6,Miami,15.0,1.159,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
BOR,2025,6,Miami,13.0,0.947,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
BEA,2025,6,Miami,19.0,1.795,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
DOO,2025,6,Miami,14.0,0.982,19,5162.32,57.0,38.69,26.57,0.03,False,True,False
VER,2025,7,Emilia Romagna,2.0,0.034,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
NOR,2025,7,Emilia Romagna,4.0,0.292,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
PIA,2025,7,Emilia Romagna,1.0,0.0,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
HAM,2025,7,Emilia Romagna,12.0,1.095,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
ALB,2025,7,Emilia Romagna,7.0,0.803,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
LEC,2025,7,Emilia Romagna,11.0,0.934,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
RUS,2025,7,Emilia Romagna,3.0,0.137,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
SAI,2025,7,Emilia Romagna,6.0,0.762,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
HAD,2025,7,Emilia Romagna,9.0,1.076,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
TSU,2025,7,Emilia Romagna,20.0,2.698,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
ALO,2025,7,Emilia Romagna,5.0,0.761,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
HUL,2025,7,Emilia Romagna,17.0,1.848,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
GAS,2025,7,Emilia Romagna,10.0,1.117,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
LAW,2025,7,Emilia Romagna,15.0,1.709,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
STR,2025,7,Emilia Romagna,8.0,0.911,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
COL,2025,7,Emilia Romagna,16.0,1.586,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
BEA,2025,7,Emilia Romagna,19.0,2.248,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
BOR,2025,7,Emilia Romagna,14.0,1.59,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
ANT,2025,7,Emilia Romagna,13.0,1.102,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
OCO,2025,7,Emilia Romagna,18.0,1.943,19,4763.2,63.0,42.66,23.96,0.0,True,True,False
NOR,2025,8,Monaco,1.0,0.0,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
LEC,2025,8,Monaco,2.0,0.109,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
PIA,2025,8,Monaco,3.0,0.175,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
VER,2025,8,Monaco,4.0,0.715,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
HAM,2025,8,Monaco,7.0,0.428,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
HAD,2025,8,Monaco,5.0,0.969,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
OCO,2025,8,Monaco,8.0,0.988,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
LAW,2025,8,Monaco,9.0,1.175,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
ALB,2025,8,Monaco,10.0,1.259,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
SAI,2025,8,Monaco,11.0,1.408,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
RUS,2025,8,Monaco,14.0,1.553,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
BEA,2025,8,Monaco,20.0,2.025,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
COL,2025,8,Monaco,18.0,2.643,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
BOR,2025,8,Monaco,16.0,1.948,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
STR,2025,8,Monaco,19.0,2.609,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
HUL,2025,8,Monaco,13.0,1.642,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
TSU,2025,8,Monaco,12.0,1.461,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
ANT,2025,8,Monaco,15.0,1.926,19,2950.03,78.0,43.32,22.21,0.0,False,True,False
